Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,Chester,United States,Anna Andreadi,6/22/2014,CA-2014-154963,19013,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Consumer,6/27/2014,Standard Class,Pennsylvania,Chairs,0.3,0,5,853.93
Furniture,Philadelphia,United States,Bill Donatelli,10/31/2016,CA-2016-119165,19143,Hon Olson Stacker Stools,East,Consumer,11/6/2016,Standard Class,Pennsylvania,Chairs,0.3,-14.081,5,492.835
Furniture,Philadelphia,United States,Randy Bradley,11/17/2014,CA-2014-159835,19143,Hon Every-Day Series Multi-Task Chairs,East,Consumer,11/24/2014,Standard Class,Pennsylvania,Chairs,0.3,-93.99,5,657.93
Furniture,Philadelphia,United States,Stewart Visinsky,5/3/2015,CA-2015-112130,19140,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,Consumer,5/7/2015,Standard Class,Pennsylvania,Chairs,0.3,-36.1764,6,844.116
Furniture,Parma,United States,Susan Pistek,11/12/2016,CA-2016-124590,44134,"Global Leather and Oak Executive Chair, Black",East,Consumer,11/16/2016,Standard Class,Ohio,Chairs,0.3,-21.068600000,7,1474.802
Furniture,Parma,United States,Susan Pistek,11/12/2016,CA-2016-124590,44134,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Consumer,11/16/2016,Standard Class,Ohio,Chairs,0.3,0,9,1537.074
Furniture,New York City,United States,Greg Matthias,10/1/2016,CA-2016-139157,10024,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",East,Consumer,10/5/2016,Standard Class,New York,Tables,0.4,-115.7058,1,330.588
Furniture,Marion,United States,Sung Shariari,12/14/2014,US-2014-123519,43302,Hon Rectangular Conference Tables,East,Consumer,12/21/2014,Standard Class,Ohio,Tables,0.4,-52.3365,1,136.53
Furniture,Medina,United States,Mick Crebagga,12/26/2015,CA-2015-111073,44256,KI Adjustable-Height Table,East,Consumer,12/30/2015,Standard Class,Ohio,Tables,0.4,-15.4764,1,51.588
Furniture,Toledo,United States,John Stevenson,4/8/2014,CA-2014-121769,43615,Riverside Furniture Stanwyck Manor Table Series,East,Consumer,4/12/2014,Standard Class,Ohio,Tables,0.4,-94.6605,1,172.11
Furniture,Fairfield,United States,Susan Vittorini,12/25/2017,US-2017-147669,45014,Hon Rectangular Conference Tables,East,Consumer,12/30/2017,Standard Class,Ohio,Tables,0.4,-104.673,2,273.06
Furniture,New York City,United States,Michael Moore,1/10/2015,US-2015-157154,10011,Bush Advantage Collection Racetrack Conference Table,East,Consumer,1/15/2015,Standard Class,New York,Tables,0.4,-373.3048,4,1018.104
Furniture,Philadelphia,United States,Emily Phan,11/7/2017,CA-2017-149888,19120,Bevis Rectangular Conference Tables,East,Consumer,11/13/2017,Standard Class,Pennsylvania,Tables,0.4,-140.1408,4,350.352
Furniture,Philadelphia,United States,Troy Staebel,8/16/2014,CA-2014-142839,19143,Chromcraft Rectangular Conference Tables,East,Consumer,8/20/2014,Standard Class,Pennsylvania,Tables,0.4,-227.4912,6,853.092
Furniture,Yonkers,United States,Karen Daniels,3/1/2016,US-2016-143819,10701,Chromcraft Round Conference Tables,East,Consumer,3/5/2016,Standard Class,New York,Tables,0.4,-264.9208,8,836.592
Furniture,Philadelphia,United States,Shahid Shariari,11/21/2015,CA-2015-119879,19120,"Bevis Oval Conference Table, Walnut",East,Consumer,11/25/2015,Standard Class,Pennsylvania,Tables,0.4,-480.2032,8,1252.704
Furniture,Philadelphia,United States,Seth Vernon,8/25/2017,CA-2017-159793,19140,Bush Somerset Collection Bookcase,East,Consumer,8/29/2017,Standard Class,Pennsylvania,Bookcases,0.5,-89.0664,2,130.98
Furniture,Philadelphia,United States,Joni Wasserman,8/16/2015,US-2015-164238,19120,O'Sullivan Plantations 2-Door Library in Landvery Oak,East,Consumer,8/20/2015,Standard Class,Pennsylvania,Bookcases,0.5,-204.9996,3,301.47
Furniture,Springfield,United States,Troy Blackwell,3/29/2016,CA-2016-127236,45503,"Bush Andora Bookcase, Maple/Graphite Gray Finish",East,Consumer,4/2/2016,Standard Class,Ohio,Bookcases,0.5,-167.986,5,299.975
Furniture,Auburn,United States,Anne McFarland,9/18/2016,CA-2016-145905,36830,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,South,Consumer,9/23/2016,Standard Class,Alabama,Chairs,0,84.2352,1,350.98
Furniture,Columbus,United States,Anemone Ratner,7/14/2016,CA-2016-157588,31907,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",South,Consumer,7/19/2016,Standard Class,Georgia,Furnishings,0,15.525,1,51.75
Furniture,Columbus,United States,Chuck Sachs,7/3/2017,US-2017-126179,31907,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",South,Consumer,7/7/2017,Standard Class,Georgia,Furnishings,0,5.5177,1,23.99
Furniture,Southaven,United States,Liz MacKendrick,6/27/2014,CA-2014-104283,38671,KI Adjustable-Height Table,South,Consumer,7/1/2014,Standard Class,Mississippi,Tables,0,22.3548,1,85.98
Furniture,Atlanta,United States,Sheri Gordon,7/26/2014,CA-2014-116190,30318,"Metal Folding Chairs, Beige, 4/Carton",South,Consumer,8/1/2014,Standard Class,Georgia,Chairs,0,18.3276,2,67.88
Furniture,Louisville,United States,Juliana Krohn,4/21/2015,CA-2015-107678,40214,Global Deluxe Office Fabric Chairs,South,Consumer,4/28/2015,Standard Class,Kentucky,Chairs,0,51.8292,2,191.96
Furniture,Monroe,United States,Brian Dahlen,6/11/2015,US-2015-123960,71203,DAX Clear Channel Poster Frame,South,Consumer,6/16/2015,Standard Class,Louisiana,Furnishings,0,10.7892,2,29.16
Furniture,Mobile,United States,Natalie Webber,9/15/2015,CA-2015-102582,36608,Bretford CR8500 Series Meeting Room Furniture,South,Consumer,9/19/2015,Standard Class,Alabama,Tables,0,200.49,2,801.96
Furniture,Conway,United States,MaryBeth Skach,11/1/2015,CA-2015-108119,72032,"Iceberg OfficeWorks 42"" Round Tables",South,Consumer,11/8/2015,Standard Class,Arkansas,Tables,0,45.294,2,301.96
Furniture,Salem,United States,Anne McFarland,7/21/2017,CA-2017-104731,24153,"Bush Westfield Collection Bookcases, Fully Assembled",South,Consumer,7/27/2017,Standard Class,Virginia,Bookcases,0,69.6762,3,302.94
Furniture,Jonesboro,United States,Hunter Lopez,1/20/2014,US-2014-147627,72401,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,South,Consumer,1/26/2014,Standard Class,Arkansas,Chairs,0,224.2674,3,1067.94
Furniture,Athens,United States,Xylona Preis,8/26/2016,CA-2016-163174,30605,Deflect-o Glass Clear Studded Chair Mats,South,Consumer,8/30/2016,Standard Class,Georgia,Furnishings,0,41.0388,3,186.54
Furniture,Atlanta,United States,Jonathan Howell,9/13/2015,CA-2015-118843,30318,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,South,Consumer,9/20/2015,Standard Class,Georgia,Furnishings,0,12.993,3,129.93
Furniture,Atlanta,United States,Sheri Gordon,7/26/2014,CA-2014-116190,30318,"DAX Cubicle Frames, 8-1/2 x 11",South,Consumer,8/1/2014,Standard Class,Georgia,Furnishings,0,9.2556,3,25.71
Furniture,Georgetown,United States,Anna Andreadi,9/4/2016,CA-2016-131205,40324,Coloredge Poster Frame,South,Consumer,9/8/2016,Standard Class,Kentucky,Furnishings,0,16.614,3,42.6
Furniture,Louisville,United States,Juliana Krohn,4/21/2015,CA-2015-107678,40214,"Tenex ""The Solids"" Textured Chair Mats",South,Consumer,4/28/2015,Standard Class,Kentucky,Furnishings,0,35.6796,3,209.88
Furniture,Arlington,United States,Keith Herrera,6/18/2015,CA-2015-133242,22204,"Seth Thomas 8 1/2"" Cubicle Clock",South,Consumer,6/24/2015,Standard Class,Virginia,Furnishings,0,19.4688,3,60.84
Furniture,Chesapeake,United States,Michael Moore,9/5/2016,US-2016-121013,23320,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",South,Consumer,9/10/2016,Standard Class,Virginia,Tables,0,314.0586,3,1652.94
Furniture,Richmond,United States,Liz Carlisle,2/3/2016,CA-2016-118514,40475,Hon Multipurpose Stacking Arm Chairs,South,Consumer,2/10/2016,Standard Class,Kentucky,Chairs,0,225.264,4,866.4
Furniture,Lafayette,United States,Christine Sundaresam,12/24/2017,CA-2017-124296,70506,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",South,Consumer,12/28/2017,Standard Class,Louisiana,Chairs,0,60.5488,4,232.88
Furniture,Columbia,United States,Giulietta Baptist,9/21/2015,CA-2015-158421,29203,Global Comet Stacking Arm Chair,South,Consumer,9/26/2015,Standard Class,South Carolina,Chairs,0,422.51,4,1690.04
Furniture,Jonesboro,United States,Hunter Lopez,1/20/2014,US-2014-147627,72401,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",South,Consumer,1/26/2014,Standard Class,Arkansas,Furnishings,0,11.58,4,38.6
Furniture,Columbus,United States,Bradley Drucker,1/26/2017,US-2017-105935,31907,Artistic Insta-Plaque,South,Consumer,1/31/2017,Standard Class,Georgia,Furnishings,0,24.4608,4,62.72
Furniture,Henderson,United States,Giulietta Weimer,2/16/2016,CA-2016-108105,42420,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,South,Consumer,2/23/2016,Standard Class,Kentucky,Furnishings,0,34.9888,4,318.08
Furniture,Springfield,United States,Brian Dahlen,4/12/2016,CA-2016-112102,22153,KI Adjustable-Height Table,South,Consumer,4/16/2016,Standard Class,Virginia,Tables,0,75.6624,4,343.92
Furniture,Hattiesburg,United States,Joy Smith,7/19/2016,CA-2016-163776,39401,Hon 4-Shelf Metal Bookcases,South,Consumer,7/25/2016,Standard Class,Mississippi,Bookcases,0,126.225,5,504.9
Furniture,Chesapeake,United States,Arianne Irving,12/17/2017,CA-2017-116855,23320,Hon Valutask Swivel Chairs,South,Consumer,12/21/2017,Standard Class,Virginia,Chairs,0,80.784,5,504.9
Furniture,Fayetteville,United States,Trudy Schmidt,12/25/2016,CA-2016-148684,72701,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",South,Consumer,12/29/2016,Standard Class,Arkansas,Furnishings,0,137.54,5,343.85
Furniture,Macon,United States,John Castell,9/14/2014,CA-2014-159184,31204,"Seth Thomas 14"" Day/Date Wall Clock",South,Consumer,9/19/2014,Standard Class,Georgia,Furnishings,0,52.688,5,142.4
Furniture,Salem,United States,Anne McFarland,7/21/2017,CA-2017-104731,24153,Regeneration Desk Collection,South,Consumer,7/27/2017,Standard Class,Virginia,Furnishings,0,3.872,5,8.8
Furniture,Virginia Beach,United States,Olvera Toch,10/26/2017,CA-2017-162173,23464,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",South,Consumer,11/1/2017,Standard Class,Virginia,Tables,0,60.6645,5,356.85
Furniture,Lafayette,United States,Marc Crier,9/24/2015,CA-2015-143119,70506,Harbour Creations Steel Folding Chair,South,Consumer,9/30/2015,Standard Class,Louisiana,Chairs,0,155.25,6,517.5
Furniture,Little Rock,United States,Liz Thompson,6/1/2014,US-2014-165659,72209,3M Hangers With Command Adhesive,South,Consumer,6/6/2014,Standard Class,Arkansas,Furnishings,0,9.102,6,22.2
Furniture,Henderson,United States,Adrian Barton,11/19/2017,CA-2017-101042,42420,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",South,Consumer,11/23/2017,Standard Class,Kentucky,Furnishings,0,213.6888,6,821.88
Furniture,Hattiesburg,United States,Joy Smith,7/19/2016,CA-2016-163776,39401,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",South,Consumer,7/25/2016,Standard Class,Mississippi,Furnishings,0,76.0878,6,185.58
Furniture,Jackson,United States,Michael Chen,12/14/2016,CA-2016-146143,39212,"Executive Impressions 14""",South,Consumer,12/19/2016,Standard Class,Mississippi,Furnishings,0,58.6872,6,133.38
Furniture,Richmond,United States,Debra Catini,12/7/2017,US-2017-136189,23223,DAX Wood Document Frame.,South,Consumer,12/11/2017,Standard Class,Virginia,Furnishings,0,25.5378,6,82.38
Furniture,Chesapeake,United States,Natalie Fritzler,2/11/2014,CA-2014-127614,23320,Hon 2111 Invitation Series Corner Table,South,Consumer,2/15/2014,Standard Class,Virginia,Tables,0,75.373200000,6,1256.22
Furniture,Mobile,United States,Natalie Webber,9/15/2015,CA-2015-102582,36608,"Global Manager's Adjustable Task Chair, Storm",South,Consumer,9/19/2015,Standard Class,Alabama,Chairs,0,306.4894,7,1056.86
Furniture,Jackson,United States,Meg Tillman,7/25/2016,CA-2016-104157,39212,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",South,Consumer,7/29/2016,Standard Class,Mississippi,Tables,0,388.8128,8,2430.08
Furniture,Jonesboro,United States,Lena Hernandez,8/19/2014,US-2014-156559,72401,"Hon Metal Bookcases, Gray",South,Consumer,8/26/2014,Standard Class,Arkansas,Bookcases,0,172.4814,9,638.82
Furniture,Atlanta,United States,Shahid Collister,5/19/2017,CA-2017-138975,30318,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,South,Consumer,5/23/2017,Standard Class,Georgia,Bookcases,0,374.6286,9,1628.82
Furniture,Jacksonville,United States,Nathan Cano,10/14/2016,CA-2016-156503,28540,SAFCO Folding Chair Trolley,South,Consumer,10/20/2016,Standard Class,North Carolina,Chairs,0.2,10.2592,1,102.592
Furniture,Hialeah,United States,Dan Lawera,10/15/2014,CA-2014-143182,33012,"Executive Impressions 13"" Clairmont Wall Clock",South,Consumer,10/20/2014,Standard Class,Florida,Furnishings,0.2,4.0383,1,15.384
Furniture,Memphis,United States,Dan Campbell,8/13/2017,CA-2017-128363,38109,Eldon Radial Chair Mat for Low to Medium Pile Carpets,South,Consumer,8/18/2017,Standard Class,Tennessee,Furnishings,0.2,0,1,31.984
Furniture,Pembroke Pines,United States,Nick Radford,6/3/2017,CA-2017-140872,33024,Bush Mission Pointe Library,South,Consumer,6/10/2017,Standard Class,Florida,Bookcases,0.2,0,2,241.568
Furniture,Monroe,United States,Joe Elijah,6/15/2017,CA-2017-126914,28110,O'Sullivan 2-Shelf Heavy-Duty Bookcases,South,Consumer,6/19/2017,Standard Class,North Carolina,Bookcases,0.2,-3.886400000,2,77.728
Furniture,Boynton Beach,United States,Doug O'Connell,9/4/2017,US-2017-117450,33437,"Global Value Steno Chair, Gray",South,Consumer,9/8/2017,Standard Class,Florida,Chairs,0.2,6.074,2,97.184
Furniture,Greenville,United States,Scot Wooten,2/25/2017,US-2017-134642,27834,"Global High-Back Leather Tilter, Burgundy",South,Consumer,3/1/2017,Standard Class,North Carolina,Chairs,0.2,-22.1382,2,196.784
Furniture,Chattanooga,United States,Ted Trevino,11/29/2017,CA-2017-108035,37421,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",South,Consumer,12/3/2017,Standard Class,Tennessee,Chairs,0.2,48.796,2,390.368
Furniture,Jackson,United States,Erica Smith,11/20/2017,CA-2017-103499,38301,Office Star - Mesh Screen back chair with Vinyl seat,South,Consumer,11/24/2017,Standard Class,Tennessee,Chairs,0.2,-23.5764,2,209.568
Furniture,Memphis,United States,Dan Campbell,8/13/2017,CA-2017-128363,38109,Hon Olson Stacker Chairs,South,Consumer,8/18/2017,Standard Class,Tennessee,Chairs,0.2,47.6604,2,423.648
Furniture,Saint Petersburg,United States,Lena Creighton,6/12/2017,CA-2017-143861,33710,Dana Swing-Arm Lamps,South,Consumer,6/19/2017,Standard Class,Florida,Furnishings,0.2,1.068,2,17.088
Furniture,Tampa,United States,Patrick Ryan,4/11/2015,CA-2015-125563,33614,Executive Impressions Supervisor Wall Clock,South,Consumer,4/17/2015,Standard Class,Florida,Furnishings,0.2,10.104,2,67.36
Furniture,Tampa,United States,Shaun Weien,7/17/2017,CA-2017-139948,33614,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",South,Consumer,7/22/2017,Standard Class,Florida,Furnishings,0.2,2.1736,2,7.904
Furniture,Miami,United States,Sung Shariari,11/20/2015,CA-2015-163965,33180,O'Sullivan Living Dimensions 2-Shelf Bookcases,South,Consumer,11/27/2015,Standard Class,Florida,Bookcases,0.2,-36.294,3,290.352
Furniture,Charlotte,United States,Natalie Fritzler,7/16/2017,US-2017-152842,28205,"Global Fabric Manager's Chair, Dark Gray",South,Consumer,7/23/2017,Standard Class,North Carolina,Chairs,0.2,15.147,3,242.352
Furniture,Monroe,United States,Joe Elijah,6/15/2017,CA-2017-126914,28110,Global Executive Mid-Back Manager's Chair,South,Consumer,6/19/2017,Standard Class,North Carolina,Chairs,0.2,52.3764,3,698.352
Furniture,Columbia,United States,Tony Sayre,12/20/2014,CA-2014-134551,38401,SAFCO Arco Folding Chair,South,Consumer,12/25/2014,Standard Class,Tennessee,Chairs,0.2,74.574,3,662.88
Furniture,Knoxville,United States,Gary McGarr,3/21/2014,US-2014-155544,37918,Global Highback Leather Tilter in Burgundy,South,Consumer,3/25/2014,Standard Class,Tennessee,Chairs,0.2,-10.9188,3,218.376
Furniture,Miami,United States,Zuschuss Carroll,3/8/2016,CA-2016-169103,33142,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",South,Consumer,3/13/2016,Standard Class,Florida,Furnishings,0.2,-3.838500000,3,102.36
Furniture,Tampa,United States,Patrick Ryan,4/11/2015,CA-2015-125563,33614,"Executive Impressions 14"" Two-Color Numerals Wall Clock",South,Consumer,4/17/2015,Standard Class,Florida,Furnishings,0.2,14.3136,3,54.528
Furniture,Jacksonville,United States,Jack Garza,12/3/2015,CA-2015-123092,28540,"Seth Thomas 16"" Steel Case Clock",South,Consumer,12/7/2015,Standard Class,North Carolina,Furnishings,0.2,12.6672,3,77.952
Furniture,Jacksonville,United States,Shahid Hopkins,11/3/2014,CA-2014-165764,28540,Tenex Antistatic Computer Chair Mats,South,Consumer,11/7/2014,Standard Class,North Carolina,Furnishings,0.2,-51.294,3,410.352
Furniture,Raleigh,United States,Barry Weirich,8/11/2015,CA-2015-119634,27604,"Executive Impressions 13"" Clairmont Wall Clock",South,Consumer,8/16/2015,Standard Class,North Carolina,Furnishings,0.2,12.1149,3,46.152
Furniture,Columbia,United States,Sean O'Donnell,9/9/2017,CA-2017-147228,38401,Eldon Wave Desk Accessories,South,Consumer,9/14/2017,Standard Class,Tennessee,Furnishings,0.2,4.2408,3,14.136
Furniture,Knoxville,United States,Gary McGarr,3/21/2014,US-2014-155544,37918,DAX Wood Document Frame,South,Consumer,3/25/2014,Standard Class,Tennessee,Furnishings,0.2,6.5904,3,32.952
Furniture,Nashville,United States,Raymond Buch,5/29/2016,CA-2016-156573,37211,3M Polarizing Light Filter Sleeves,South,Consumer,6/2/2016,Standard Class,Tennessee,Furnishings,0.2,14.547,3,44.76
Furniture,Fayetteville,United States,Carlos Meador,1/22/2016,US-2016-135923,28314,"Sauder Forest Hills Library, Woodland Oak Finish",South,Consumer,1/28/2016,Standard Class,North Carolina,Bookcases,0.2,-67.6704,4,451.136
Furniture,Deltona,United States,Bryan Mills,12/14/2014,CA-2014-116568,32725,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",South,Consumer,12/20/2014,Standard Class,Florida,Chairs,0.2,13.9728,4,186.304
Furniture,Miami,United States,Emily Burns,1/30/2017,CA-2017-148999,33142,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",South,Consumer,2/4/2017,Standard Class,Florida,Chairs,0.2,-68.1096,4,419.136
Furniture,Hollywood,United States,Xylona Preis,9/28/2014,CA-2014-114335,33021,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,South,Consumer,10/3/2014,Standard Class,Florida,Furnishings,0.2,16.8544,4,337.088
Furniture,Miramar,United States,Dana Kaydos,11/15/2017,CA-2017-108112,33023,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",South,Consumer,11/20/2017,Standard Class,Florida,Furnishings,0.2,55.016,4,220.064
